Time,U_mean,U_max
6/7/2008 20:19,14.89,17.64
6/7/2008 20:30,15.1,18.1
6/7/2008 20:39,15.9,17.95
6/7/2008 20:50,13.83,16.72
6/7/2008 21:00,13.87,16.87
6/7/2008 21:09,13.21,16.11
6/7/2008 21:20,12.89,14.73
6/7/2008 21:29,13.88,17.18
6/7/2008 21:40,14.32,16.11
6/7/2008 21:49,13.65,15.19
6/7/2008 22:00,14.11,16.42
6/7/2008 22:09,14.07,16.57
6/7/2008 22:20,14.28,16.72
6/7/2008 22:30,13.97,16.42
6/7/2008 22:39,13.35,15.04
6/7/2008 22:50,12.8,15.5
6/7/2008 22:59,12.69,15.8
6/7/2008 23:10,12.47,14.12
6/7/2008 23:19,12.24,13.97
6/7/2008 23:30,11.88,14.58
6/7/2008 23:39,12.48,14.89
6/7/2008 23:50,12.52,14.43
6/8/2008 0:00,12.88,14.43
6/8/2008 0:09,12.84,14.12
6/8/2008 0:20,12.62,14.89
6/8/2008 0:29,12.16,13.81
6/8/2008 0:40,12.3,15.04
6/8/2008 0:49,12.06,14.12
6/8/2008 1:00,12.27,13.97
6/8/2008 1:09,11.7,14.27
6/8/2008 1:20,11.03,13.2
6/8/2008 1:30,11.71,13.05
6/8/2008 1:39,11.48,13.2
6/8/2008 1:50,12.12,13.66
6/8/2008 1:59,12.24,13.36
6/8/2008 2:10,12.69,14.27
6/8/2008 2:19,12.02,13.36
6/8/2008 2:30,13.1,14.89
6/8/2008 2:39,12.89,15.96
6/8/2008 2:50,13.12,15.04
6/8/2008 3:00,14.1,16.57
6/8/2008 3:09,14.34,17.03
6/8/2008 3:20,13.5,15.65
6/8/2008 3:29,13.49,15.96
6/8/2008 3:40,14.41,16.87
6/8/2008 3:49,14.15,15.8
6/8/2008 4:00,14.73,17.18
6/8/2008 4:09,14.86,17.18
6/8/2008 4:20,14.7,17.18
6/8/2008 4:30,13.77,16.26
6/8/2008 4:39,13.37,15.19
6/8/2008 4:50,12.96,15.8
6/8/2008 4:59,13.01,15.19
6/8/2008 5:10,12.66,14.43
6/8/2008 5:19,12.13,14.73
6/8/2008 5:30,12.25,14.27
6/8/2008 5:39,11.9,15.5
6/8/2008 5:50,12.85,14.58
6/8/2008 6:00,12.32,15.04
6/8/2008 6:09,12.08,14.12
6/8/2008 6:20,14.95,17.49
6/8/2008 6:29,18.11,21.01
6/8/2008 6:40,20.39,22.69
6/8/2008 6:49,10.57,17.95
6/8/2008 7:00,10.4,14.89
6/8/2008 7:09,14.27,22.54
6/8/2008 7:20,20.22,23.61
6/8/2008 7:30,20.25,23.45
6/8/2008 7:39,17.02,20.24
6/8/2008 7:50,17.34,19.78
6/8/2008 7:59,16.09,18.56
6/8/2008 8:10,16.04,18.56
6/8/2008 8:19,13.54,14.73
6/8/2008 8:30,12.85,14.27
6/8/2008 8:39,10.09,12.59
6/8/2008 8:50,7.255,9.84
6/8/2008 9:00,5.624,8
6/8/2008 9:09,5.621,7.694
6/8/2008 9:20,6.162,8
6/8/2008 9:29,5.282,9.38
6/8/2008 9:40,9.92,10.91
6/8/2008 9:49,11.99,13.66
6/8/2008 10:00,13.07,14.43
6/8/2008 10:09,11.9,13.36
6/8/2008 10:20,13.07,14.89
6/8/2008 10:30,12.67,14.12
6/8/2008 10:39,14.38,17.18
6/8/2008 10:50,16.45,17.79
6/8/2008 10:59,14.81,16.87
6/8/2008 11:10,13.42,15.96
6/8/2008 11:19,12,13.81
6/8/2008 11:30,12.64,15.04
6/8/2008 11:39,12.15,13.81
6/8/2008 11:50,14.36,16.72
6/8/2008 12:00,13.55,15.34
6/8/2008 12:09,14.59,15.5
6/8/2008 12:20,13.59,14.89
6/8/2008 12:29,13.75,14.73
6/8/2008 12:40,13.44,15.96
6/8/2008 12:49,12.74,13.97
6/8/2008 13:00,12.68,13.36
6/8/2008 13:09,13.04,13.66
6/8/2008 13:20,13.08,13.97
6/8/2008 13:30,13.37,14.27
6/8/2008 13:39,13.86,15.34
6/8/2008 13:50,13.27,15.19
6/8/2008 13:59,13.26,14.27
6/8/2008 14:10,13.37,14.89
6/8/2008 14:19,14.16,15.65
6/8/2008 14:30,14.08,15.65
6/8/2008 14:39,13.78,16.26
6/8/2008 14:50,13.14,15.04
6/8/2008 15:00,14.11,16.26
6/8/2008 15:09,14.95,16.87
6/8/2008 15:20,17.29,20.7
6/8/2008 15:29,16.4,21.01
6/8/2008 15:40,15.15,17.79
6/8/2008 15:49,13.81,15.04
6/8/2008 16:00,13.3,14.58
6/8/2008 16:09,13.72,15.04
6/8/2008 16:20,14.09,16.26
6/8/2008 16:30,14.46,18.56
6/8/2008 16:39,13.62,18.71
6/8/2008 16:50,16.5,18.56
6/8/2008 16:59,16.53,22.23
6/8/2008 17:10,17.87,24.22
6/8/2008 17:19,14.05,18.71
6/8/2008 17:30,12.94,14.73
6/8/2008 17:39,15.49,17.95
6/8/2008 17:50,14.77,17.95
6/8/2008 18:00,13.7,16.87
6/8/2008 18:09,11.67,14.12
6/8/2008 18:20,13.05,14.58
6/8/2008 18:29,12.52,13.2
6/8/2008 18:40,13.13,13.51
6/8/2008 18:49,13.42,14.12
6/8/2008 19:00,12.23,13.66
6/8/2008 19:09,9.9,11.98
6/8/2008 19:20,8.28,10.6
6/8/2008 19:30,8.39,10.91
6/8/2008 19:39,7.877,9.84
6/8/2008 19:50,8.53,10.45
6/8/2008 19:59,8.43,9.68
6/8/2008 20:10,8.26,9.84
6/8/2008 20:19,7.675,8.92
6/8/2008 20:30,6.692,9.38
6/8/2008 20:39,6.399,9.22
6/8/2008 20:50,7.575,9.38
6/8/2008 21:00,7.98,9.38
6/8/2008 21:09,7.902,8.92
6/8/2008 21:20,6.793,7.847
6/8/2008 21:29,6.318,7.847
6/8/2008 21:40,4.708,6.317
6/8/2008 21:49,4.04,4.787
6/8/2008 22:00,4.217,5.093
6/8/2008 22:09,4.914,5.552
6/8/2008 22:20,5.916,6.317
6/8/2008 22:30,6.259,7.235
6/8/2008 22:39,7.537,8.15
6/8/2008 22:50,9.23,10.45
6/8/2008 22:59,10.38,10.91
6/8/2008 23:10,10.58,11.06
6/8/2008 23:19,9.9,10.45
6/8/2008 23:30,8.31,8.92
6/8/2008 23:39,7.955,8.15
6/8/2008 23:50,7.794,8.46
6/9/2008 0:00,7.347,7.847
6/9/2008 0:09,7.371,7.694
6/9/2008 0:20,7.608,7.847
6/9/2008 0:29,7.787,8
6/9/2008 0:40,7.773,8
6/9/2008 0:49,7.229,7.541
6/9/2008 1:00,7.361,7.694
6/9/2008 1:09,7.901,8.46
6/9/2008 1:20,8.69,10.14
6/9/2008 1:30,9.21,9.68
6/9/2008 1:39,9.84,10.45
6/9/2008 1:50,9.27,9.84
6/9/2008 1:59,8.74,9.22
6/9/2008 2:10,9.18,10.14
6/9/2008 2:19,9.7,10.75
6/9/2008 2:30,8.28,9.53
6/9/2008 2:39,8.83,10.45
6/9/2008 2:50,9.7,10.6
6/9/2008 3:00,7.763,8.92
6/9/2008 3:09,7.821,8.15
6/9/2008 3:20,7.458,7.694
6/9/2008 3:29,7.401,7.847
6/9/2008 3:40,7.056,7.847
6/9/2008 3:49,6.316,6.776
6/9/2008 4:00,6.463,6.776
6/9/2008 4:09,6.463,6.929
6/9/2008 4:20,5.836,6.011
6/9/2008 4:30,5.555,6.011
6/9/2008 4:39,3.754,4.175
6/9/2008 4:50,3.754,4.634
6/9/2008 4:59,4.435,5.399
6/9/2008 5:10,4.801,5.246
6/9/2008 5:19,5.104,5.552
6/9/2008 5:30,4.818,5.246
6/9/2008 5:39,4.47,4.787
6/9/2008 5:50,4.866,5.705
6/9/2008 6:00,5.103,5.552
6/9/2008 6:09,4.739,5.858
6/9/2008 6:20,6.235,7.235
6/9/2008 6:29,6.5,7.235
6/9/2008 6:40,6.304,6.623
6/9/2008 6:49,6.099,6.47
6/9/2008 7:00,6.575,6.929
6/9/2008 7:09,6.523,6.929
6/9/2008 7:20,7.839,8.31
6/9/2008 7:30,7.288,8.15
6/9/2008 7:39,7.846,8.46
6/9/2008 7:50,7.705,8.15
6/9/2008 7:59,7.588,8.15
6/9/2008 8:10,7.83,8.15
6/9/2008 8:19,8.01,8.46
6/9/2008 8:30,7.587,8.46
6/9/2008 8:39,6.907,7.235
6/9/2008 8:50,6.603,7.082
6/9/2008 9:00,6.516,6.776
6/9/2008 9:09,7.044,7.388
6/9/2008 9:20,6.976,7.235
6/9/2008 9:29,6.912,7.235
6/9/2008 9:40,7.098,7.541
6/9/2008 9:49,7.207,7.847
6/9/2008 10:00,7.064,7.694
6/9/2008 10:09,5,6.623
6/9/2008 10:20,5.479,6.47
6/9/2008 10:30,5.134,6.623
6/9/2008 10:39,5.314,6.776
6/9/2008 10:50,5.399,6.47
6/9/2008 10:59,4.669,5.858
6/9/2008 11:10,4.118,5.705
6/9/2008 11:19,4.682,5.858
6/9/2008 11:30,5.218,6.317
6/9/2008 11:39,5.58,6.317
6/9/2008 11:50,5.401,6.929
6/9/2008 12:00,5.04,6.164
6/9/2008 12:09,4.444,6.317
6/9/2008 12:20,4.896,5.858
6/9/2008 12:29,5.687,7.082
6/9/2008 12:40,5.463,6.776
6/9/2008 12:49,5.057,6.929
6/9/2008 13:00,5.922,7.694
6/9/2008 13:09,7.009,8.77
6/9/2008 13:20,6.05,7.388
6/9/2008 13:30,6.051,7.388
6/9/2008 13:39,6.428,7.541
6/9/2008 13:50,6.457,7.388
6/9/2008 13:59,5.92,7.694
6/9/2008 14:10,5.093,7.235
6/9/2008 14:19,5.432,7.694
6/9/2008 14:30,6.542,7.847
6/9/2008 14:39,5.234,7.388
6/9/2008 14:50,4.639,7.388
6/9/2008 15:00,4.186,6.623
6/9/2008 15:09,4.805,6.776
6/9/2008 15:20,4.218,6.011
6/9/2008 15:29,5.322,7.847
6/9/2008 15:40,4.405,5.858
6/9/2008 15:49,4.196,5.858
6/9/2008 16:00,4.538,5.705
6/9/2008 16:09,4.64,6.47
6/9/2008 16:20,4.906,6.317
6/9/2008 16:30,4.579,6.164
6/9/2008 16:39,5.143,6.164
6/9/2008 16:50,5.781,6.776
6/9/2008 16:59,5.827,7.541
6/9/2008 17:10,6.137,6.929
6/9/2008 17:19,5.621,7.082
6/9/2008 17:30,5.687,6.776
6/9/2008 17:39,5.273,6.164
6/9/2008 17:50,5.2,6.929
6/9/2008 18:00,4.982,6.623
6/9/2008 18:09,4.526,6.164
6/9/2008 18:20,4.618,5.705
6/9/2008 18:29,4.556,5.246
6/9/2008 18:40,4.645,5.399
6/9/2008 18:49,5.469,6.164
6/9/2008 19:00,5.455,6.776
6/9/2008 19:09,5.748,6.776
6/9/2008 19:20,5.018,5.858
6/9/2008 19:30,4.156,4.94
6/9/2008 19:39,3.143,4.175
6/9/2008 19:50,2.177,3.104
6/9/2008 19:59,2.269,2.951
6/9/2008 20:10,2.721,3.104
6/9/2008 20:19,2.444,2.798
6/9/2008 20:30,2.313,2.492
6/9/2008 20:39,2.803,3.563
6/9/2008 20:50,3.295,3.563
6/9/2008 21:00,3.146,3.41
6/9/2008 21:09,2.875,3.257
6/9/2008 21:20,2.313,2.645
6/9/2008 21:29,2.615,2.951
6/9/2008 21:40,2.453,2.798
6/9/2008 21:49,3.201,3.716
6/9/2008 22:00,3.624,5.399
6/9/2008 22:09,4.127,4.634
6/9/2008 22:20,4.592,5.093
6/9/2008 22:30,5.175,6.164
6/9/2008 22:39,6.377,7.388
6/9/2008 22:50,6.288,7.235
6/9/2008 22:59,6.282,7.235
6/9/2008 23:10,7.305,7.694
6/9/2008 23:19,7.634,8.15
6/9/2008 23:30,7.884,8.46
6/9/2008 23:39,8.46,9.68
6/9/2008 23:50,10.92,12.28
6/10/2008 0:00,13.03,20.09
6/10/2008 0:09,14.99,25.44
6/10/2008 0:20,18.7,25.14
6/10/2008 0:29,12.88,16.72
6/10/2008 0:40,14.55,18.1
6/10/2008 0:49,9.83,11.98
6/10/2008 1:00,7.489,12.13
6/10/2008 1:09,3.3,5.552
6/10/2008 1:20,2.676,4.175
6/10/2008 1:30,2.948,4.481
6/10/2008 1:39,2.484,3.716
6/10/2008 1:50,1.861,2.951
6/10/2008 1:59,0.888,2.186
6/10/2008 2:10,2.083,2.798
6/10/2008 2:19,2.845,4.175
6/10/2008 2:30,3.69,4.481
6/10/2008 2:39,4.948,5.705
6/10/2008 2:50,5.393,6.011
6/10/2008 3:00,4.613,5.858
6/10/2008 3:09,3.532,4.022
6/10/2008 3:20,3.987,4.175
6/10/2008 3:29,3.781,4.175
6/10/2008 3:40,3.763,4.175
6/10/2008 3:49,3.823,4.328
6/10/2008 4:00,4.767,6.011
6/10/2008 4:09,5.441,6.011
6/10/2008 4:20,6.238,7.235
6/10/2008 4:30,8.44,9.22
6/10/2008 4:39,8.13,9.07
6/10/2008 4:50,8.78,9.53
6/10/2008 4:59,8.41,8.92
6/10/2008 5:10,8.66,9.38
6/10/2008 5:19,9.97,10.6
6/10/2008 5:30,10.32,11.21
6/10/2008 5:39,10.72,11.98
6/10/2008 5:50,11.63,12.44
6/10/2008 6:00,11.28,11.67
6/10/2008 6:09,10.11,11.21
6/10/2008 6:20,9.38,9.68
6/10/2008 6:29,9.66,9.99
6/10/2008 6:40,10.81,11.98
6/10/2008 6:49,10.8,11.83
6/10/2008 7:00,9.36,10.45
6/10/2008 7:09,8.34,9.07
6/10/2008 7:20,8.07,8.31
6/10/2008 7:30,7.741,8.46
6/10/2008 7:39,7.32,8
6/10/2008 7:50,6.806,7.082
6/10/2008 7:59,7.927,9.99
6/10/2008 8:10,6.79,8.61
6/10/2008 8:19,8.87,10.75
6/10/2008 8:30,6.708,8.61
6/10/2008 8:39,6.732,8.77
6/10/2008 8:50,6.433,7.694
6/10/2008 9:00,6.201,6.929
6/10/2008 9:09,5.993,7.082
6/10/2008 9:20,5.484,6.623
6/10/2008 9:29,4.6,5.399
6/10/2008 9:40,4.384,5.246
6/10/2008 9:49,3.986,5.093
6/10/2008 10:00,4.295,5.246
6/10/2008 10:09,4.853,6.164
6/10/2008 10:20,4.455,5.552
6/10/2008 10:30,3.844,4.634
6/10/2008 10:39,3.941,4.94
6/10/2008 10:50,3.875,6.164
6/10/2008 10:59,3.08,3.869
6/10/2008 11:10,2.782,3.716
6/10/2008 11:19,3.037,4.022
6/10/2008 11:30,2.892,4.022
6/10/2008 11:39,3.369,4.787
6/10/2008 11:50,3.623,5.705
6/10/2008 12:00,4.227,6.011
6/10/2008 12:09,4.551,6.317
6/10/2008 12:20,4.807,6.164
6/10/2008 12:29,4.871,6.164
6/10/2008 12:40,4.49,6.317
6/10/2008 12:49,4.335,6.011
6/10/2008 13:00,4.368,7.235
6/10/2008 13:09,5.848,7.541
6/10/2008 13:20,5.772,7.388
6/10/2008 13:30,5.492,7.235
6/10/2008 13:39,5.663,7.694
6/10/2008 13:50,5.672,7.388
6/10/2008 13:59,6.237,7.847
6/10/2008 14:10,5.75,7.235
6/10/2008 14:19,6.498,7.847
6/10/2008 14:30,6.248,8
6/10/2008 14:39,6.313,8.15
6/10/2008 14:50,6.663,7.847
6/10/2008 15:00,6.837,8.31
6/10/2008 15:09,7.607,9.07
6/10/2008 15:20,7.117,8.61
6/10/2008 15:29,6.27,7.541
6/10/2008 15:40,6.374,8.46
6/10/2008 15:49,6.181,7.847
6/10/2008 16:00,5.984,8.15
6/10/2008 16:09,7.597,10.14
6/10/2008 16:20,7.051,9.22
6/10/2008 16:30,8.56,10.3
6/10/2008 16:39,7.81,11.06
6/10/2008 16:50,9.62,11.52
6/10/2008 16:59,8.38,10.6
6/10/2008 17:10,8.02,10.75
6/10/2008 17:19,9.68,11.52
6/10/2008 17:30,9.31,10.45
6/10/2008 17:39,8.18,9.53
6/10/2008 17:50,8.38,9.99
6/10/2008 18:00,10.22,11.52
6/10/2008 18:09,10.11,11.21
6/10/2008 18:20,10.83,11.98
6/10/2008 18:29,10.67,11.83
6/10/2008 18:40,9.98,11.06
6/10/2008 18:49,10.41,11.21
6/10/2008 19:00,11.07,11.83
6/10/2008 19:09,11.44,12.13
6/10/2008 19:20,11.67,12.44
6/10/2008 19:30,11.58,12.44
6/10/2008 19:39,11.3,12.28
6/10/2008 19:50,11.1,11.98
6/10/2008 19:59,11.35,12.28
6/10/2008 20:10,11.67,12.59
6/10/2008 20:19,11.89,12.74
6/10/2008 20:30,12.11,13.2
6/10/2008 20:39,11.26,12.74
6/10/2008 20:50,11.05,12.74
6/10/2008 21:00,10.75,12.28
6/10/2008 21:09,11.77,13.81
6/10/2008 21:20,11.03,12.13
6/10/2008 21:29,10.77,13.2
6/10/2008 21:40,10.64,12.9
6/10/2008 21:49,10.17,11.37
6/10/2008 22:00,9.99,11.67
6/10/2008 22:09,10.55,11.83
6/10/2008 22:20,10.48,12.59
6/10/2008 22:30,10.84,12.59
6/10/2008 22:39,10.01,11.52
6/10/2008 22:50,9.88,11.37
6/10/2008 22:59,10.3,11.37
6/10/2008 23:10,10.21,11.67
6/10/2008 23:19,9.86,10.6
6/10/2008 23:30,9.67,10.91
6/10/2008 23:39,9.42,10.6
6/10/2008 23:50,9.29,10.45
6/11/2008 0:00,8.84,10.14
6/11/2008 0:09,8.61,9.99
6/11/2008 0:20,8.66,10.91
6/11/2008 0:29,8.55,9.38
6/11/2008 0:40,8.89,10.45
6/11/2008 0:49,9.87,11.06
6/11/2008 1:00,10.61,11.83
6/11/2008 1:09,10.72,12.28
6/11/2008 1:20,10.22,11.37
6/11/2008 1:30,10.61,11.98
6/11/2008 1:39,10.74,12.28
6/11/2008 1:50,10.69,11.98
6/11/2008 1:59,10.26,11.37
6/11/2008 2:10,10.15,11.37
6/11/2008 2:19,10.8,11.98
6/11/2008 2:30,11.26,12.74
6/11/2008 2:39,11.79,12.9
6/11/2008 2:50,12,13.2
6/11/2008 3:00,11.97,13.81
6/11/2008 3:09,12.27,13.2
6/11/2008 3:20,12.58,13.66
6/11/2008 3:29,13.28,14.89
6/11/2008 3:40,14.2,16.72
6/11/2008 3:49,14.84,16.87
6/11/2008 4:00,14.16,15.8
6/11/2008 4:09,14.38,16.72
6/11/2008 4:20,14,16.11
6/11/2008 4:30,14.45,15.8
6/11/2008 4:39,13.66,17.03
6/11/2008 4:50,13.94,16.11
6/11/2008 4:59,13.52,16.11
6/11/2008 5:10,14.44,17.18
6/11/2008 5:19,14.58,16.87
6/11/2008 5:30,14.14,16.57
6/11/2008 5:39,14.56,17.33
6/11/2008 5:50,13.2,15.34
6/11/2008 6:00,13.3,15.96
6/11/2008 6:09,12.87,14.89
6/11/2008 6:20,13.53,15.5
6/11/2008 6:29,11.14,13.2
6/11/2008 6:40,11.91,14.12
6/11/2008 6:49,10.74,12.9
6/11/2008 7:00,11.48,13.2
6/11/2008 7:09,13.9,15.34
6/11/2008 7:20,12.16,14.43
6/11/2008 7:30,10.2,11.98
6/11/2008 7:39,9.72,12.74
6/11/2008 7:50,9.53,13.2
6/11/2008 7:59,8.13,9.53
6/11/2008 8:10,7.895,9.84
6/11/2008 8:19,5.96,6.929
6/11/2008 8:30,6.723,9.68
6/11/2008 8:39,9.62,11.06
6/11/2008 8:50,10.96,12.9
6/11/2008 9:00,11.65,13.66
6/11/2008 9:09,12.56,14.89
6/11/2008 9:20,15.67,18.71
6/11/2008 9:29,15.4,18.86
6/11/2008 9:40,18.26,20.09
6/11/2008 9:49,15.95,17.64
6/11/2008 10:00,12.17,15.34
6/11/2008 10:09,10.49,12.59
6/11/2008 10:20,7.768,9.53
6/11/2008 10:30,5.205,6.47
6/11/2008 10:39,5.245,7.847
6/11/2008 10:50,10.72,13.2
6/11/2008 10:59,12.34,13.2
6/11/2008 11:10,11.39,13.81
6/11/2008 11:19,8,10.14
6/11/2008 11:30,9.98,13.66
6/11/2008 11:39,13.15,15.34
6/11/2008 11:50,10.84,15.19
6/11/2008 12:00,11.82,15.19
6/11/2008 12:09,13.98,15.96
6/11/2008 12:20,13.82,15.8
6/11/2008 12:29,14.36,17.03
6/11/2008 12:40,15.57,18.25
6/11/2008 12:49,17.27,18.56
6/11/2008 13:00,17.41,18.4
6/11/2008 13:09,17.13,18.25
6/11/2008 13:20,16.17,18.1
6/11/2008 13:30,14.67,17.79
6/11/2008 13:39,13.94,15.65
6/11/2008 13:50,14.27,16.57
6/11/2008 13:59,13.1,15.34
6/11/2008 14:10,12.68,16.42
6/11/2008 14:19,12.18,14.43
6/11/2008 14:30,13.17,16.11
6/11/2008 14:39,13.06,15.65
6/11/2008 14:50,12.78,15.8
6/11/2008 15:00,14.49,16.57
6/11/2008 15:09,14.41,16.57
6/11/2008 15:20,13.96,15.96
6/11/2008 15:29,12.51,16.11
6/11/2008 15:40,12.2,15.04
6/11/2008 15:49,13.1,16.42
6/11/2008 16:00,12.99,15.65
6/11/2008 16:09,13.75,17.33
6/11/2008 16:20,13.97,16.26
6/11/2008 16:30,14.51,17.49
6/11/2008 16:39,15.69,18.1
6/11/2008 16:50,14.05,16.87
6/11/2008 16:59,15.58,18.25
6/11/2008 17:10,15.46,18.71
6/11/2008 17:19,12.42,16.11
6/11/2008 17:30,13.5,17.03
6/11/2008 17:39,14.84,17.18
6/11/2008 17:50,14.47,17.95
6/11/2008 18:00,14.75,18.25
6/11/2008 18:09,13.95,16.26
6/11/2008 18:20,14.79,18.71
6/11/2008 18:29,15.68,18.1
6/11/2008 18:40,15.88,19.17
6/11/2008 18:49,15.78,18.4
6/11/2008 19:00,16.79,19.32
6/11/2008 19:09,15.77,18.86
6/11/2008 19:20,16.91,19.48
6/11/2008 19:30,16.03,18.86
6/11/2008 19:39,14.18,16.72
6/11/2008 19:50,13.27,15.5
6/11/2008 19:59,13.43,16.26
6/11/2008 20:10,13.7,16.87
6/11/2008 20:19,13.58,15.5
6/11/2008 20:30,13.27,15.04
6/11/2008 20:39,13.32,14.89
6/11/2008 20:50,12.08,13.66
6/11/2008 21:00,11.9,14.73
6/11/2008 21:09,12.84,14.73
6/11/2008 21:20,13.84,15.19
6/11/2008 21:29,14.52,16.87
6/11/2008 21:40,14.89,17.49
6/11/2008 21:49,13.93,15.8
6/11/2008 22:00,13.99,15.8
6/11/2008 22:09,13.74,15.04
6/11/2008 22:20,15.07,17.79
6/11/2008 22:30,15.92,17.03
6/11/2008 22:39,16.72,18.56
6/11/2008 22:50,17.63,19.17
6/11/2008 22:59,18.08,19.78
6/11/2008 23:10,16.9,19.78
6/11/2008 23:19,14.84,17.33
6/11/2008 23:30,13.62,15.65
6/11/2008 23:39,12.01,15.04
6/11/2008 23:50,9.5,13.97
6/12/2008 0:00,8.85,13.36
6/12/2008 0:09,6.095,9.84
6/12/2008 0:20,4.301,6.776
6/12/2008 0:29,3.692,6.47
6/12/2008 0:40,6.052,11.52
6/12/2008 0:49,9.28,14.27
6/12/2008 1:00,10.87,18.71
6/12/2008 1:09,12.45,17.03
6/12/2008 1:20,13.28,16.72
6/12/2008 1:30,16.98,19.32
6/12/2008 1:39,18.67,23.91
6/12/2008 1:50,16.45,21.31
6/12/2008 1:59,17.55,19.78
6/12/2008 2:10,17.54,19.78
6/12/2008 2:19,15.22,17.79
6/12/2008 2:30,13.76,15.8
6/12/2008 2:39,12.75,14.89
6/12/2008 2:50,10.79,13.05
6/12/2008 3:00,8.77,11.98
6/12/2008 3:09,8.76,10.14
6/12/2008 3:20,9.16,11.37
6/12/2008 3:29,9.05,10.3
6/12/2008 3:40,8.17,10.14
6/12/2008 3:49,6.105,7.694
6/12/2008 4:00,6.871,7.847
6/12/2008 4:09,5.666,6.776
6/12/2008 4:20,5.602,8.31
6/12/2008 4:30,3.358,4.022
6/12/2008 4:39,3.743,4.94
6/12/2008 4:50,4.47,6.011
6/12/2008 4:59,5.866,6.47
6/12/2008 5:10,5.99,6.623
6/12/2008 5:19,6.467,7.847
6/12/2008 5:30,5.334,7.541
6/12/2008 5:39,3.533,5.858
6/12/2008 5:50,5.691,6.164
6/12/2008 6:00,4.8,5.399
6/12/2008 6:09,3.722,4.328
6/12/2008 6:20,5.035,5.705
6/12/2008 6:29,4.658,4.94
6/12/2008 6:40,5.595,6.317
6/12/2008 6:49,6.15,9.38
6/12/2008 7:00,7.262,9.22
6/12/2008 7:09,5.061,6.47
6/12/2008 7:20,6.793,8
6/12/2008 7:30,7.915,8.92
6/12/2008 7:39,6.234,7.694
6/12/2008 7:50,6.936,8.31
6/12/2008 7:59,7.768,9.07
6/12/2008 8:10,8.47,9.22
6/12/2008 8:19,8.22,8.92
6/12/2008 8:30,8.91,9.84
6/12/2008 8:39,9.67,10.91
6/12/2008 8:50,8.78,11.06
6/12/2008 9:00,5.672,6.47
6/12/2008 9:09,6.085,6.47
6/12/2008 9:20,5.081,6.164
6/12/2008 9:29,6.319,8.61
6/12/2008 9:40,8.42,11.37
6/12/2008 9:49,9.19,11.21
6/12/2008 10:00,8.37,10.6
6/12/2008 10:09,8.4,10.6
6/12/2008 10:20,8.79,10.75
6/12/2008 10:30,8.36,10.45
6/12/2008 10:39,6.216,7.847
6/12/2008 10:50,7.233,9.07
6/12/2008 10:59,6.651,8.61
6/12/2008 11:10,7.375,9.38
6/12/2008 11:19,6.365,9.22
6/12/2008 11:30,5.459,8
6/12/2008 11:39,7.396,9.07
6/12/2008 11:50,6.022,8.77
6/12/2008 12:00,5.235,6.47
6/12/2008 12:09,4.543,6.623
6/12/2008 12:20,3.986,5.858
6/12/2008 12:29,5.095,6.929
6/12/2008 12:40,4.572,5.858
6/12/2008 12:49,4.601,6.47
6/12/2008 13:00,4.46,7.235
6/12/2008 13:09,4.538,6.929
6/12/2008 13:20,4.32,5.858
6/12/2008 13:30,4.065,5.399
6/12/2008 13:39,3.251,4.634
6/12/2008 13:50,4.694,5.858
6/12/2008 13:59,2.914,5.399
6/12/2008 14:10,2.449,5.093
6/12/2008 14:19,1.988,3.716
6/12/2008 14:30,2.23,2.951
6/12/2008 14:39,1.955,3.41
6/12/2008 14:50,1.855,2.798
6/12/2008 15:00,2.222,3.104
6/12/2008 15:09,2.503,3.716
6/12/2008 15:20,2.081,3.104
6/12/2008 15:29,1.364,2.645
6/12/2008 15:40,1.662,3.104
6/12/2008 15:49,0.767,3.257
6/12/2008 16:00,1.524,2.492
6/12/2008 16:09,1.213,2.339
6/12/2008 16:20,1.3,2.798
6/12/2008 16:30,0.88,2.033
6/12/2008 16:39,0.87,1.727
6/12/2008 16:50,0.754,2.186
6/12/2008 16:59,0.872,1.727
6/12/2008 17:10,0.629,1.727
6/12/2008 17:19,0.863,2.339
6/12/2008 17:30,1.263,2.492
6/12/2008 17:39,1.648,2.645
6/12/2008 17:50,1.413,2.951
6/12/2008 18:00,1.486,2.798
6/12/2008 18:09,2.472,4.175
6/12/2008 18:20,0.805,1.88
6/12/2008 18:29,0.9,2.645
6/12/2008 18:40,2.033,3.257
6/12/2008 18:49,1.923,2.645
6/12/2008 19:00,1.623,2.798
6/12/2008 19:09,2.488,3.41
6/12/2008 19:20,1.969,2.798
6/12/2008 19:30,2.044,2.492
6/12/2008 19:39,2.371,3.41
6/12/2008 19:50,2.644,3.41
6/12/2008 19:59,2.241,2.492
6/12/2008 20:10,2.887,3.563
6/12/2008 20:19,3.197,3.563
6/12/2008 20:30,3.49,3.869
6/12/2008 20:39,2.998,3.869
6/12/2008 20:50,3.218,3.563
6/12/2008 21:00,3.334,3.869
6/12/2008 21:09,3.265,3.869
6/12/2008 21:20,3.249,3.716
6/12/2008 21:29,3.249,3.869
6/12/2008 21:40,2.731,3.563
6/12/2008 21:49,1.903,2.951
6/12/2008 22:00,2.324,3.716
6/12/2008 22:09,3.188,3.869
6/12/2008 22:20,4.058,4.787
6/12/2008 22:30,4.109,4.481
6/12/2008 22:39,3.833,4.022
6/12/2008 22:50,4.027,4.481
6/12/2008 22:59,4.451,6.011
